task_id	name	status	exit	realtime	%cpu	rss
43	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_DISTANCE_MATRIX_CHUNK (merck_2016.screen)	COMPLETED	0	4m 24s	100.7%	375.2 MB
44	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_DISTANCE_MATRIX_CHUNK (merck_2016.screen)	COMPLETED	0	3m 44s	100.7%	373.8 MB
46	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_DISTANCE_MATRIX_CHUNK (merck_2016.screen)	COMPLETED	0	3m 43s	100.8%	374.3 MB
45	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_DISTANCE_MATRIX_CHUNK (merck_2016.screen)	COMPLETED	0	3m 44s	100.7%	374.8 MB
52	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_DISTANCE_MATRIX_CHUNK (merck_2016.screen)	COMPLETED	0	3m 47s	100.7%	374.3 MB
48	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_DISTANCE_MATRIX_CHUNK (merck_2016.screen)	COMPLETED	0	3m 42s	100.8%	374.2 MB
50	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_DISTANCE_MATRIX_CHUNK (merck_2016.screen)	COMPLETED	0	3m 47s	100.7%	374.8 MB
49	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_DISTANCE_MATRIX_CHUNK (merck_2016.screen)	COMPLETED	0	3m 47s	100.7%	374.3 MB
47	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_DISTANCE_MATRIX_CHUNK (merck_2016.screen)	COMPLETED	0	3m 44s	100.8%	374.6 MB
51	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_DISTANCE_MATRIX_CHUNK (merck_2016.screen)	COMPLETED	0	3m 43s	100.8%	373.9 MB
53	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_DISTANCE_MATRIX_CHUNK (merck_2016.screen)	COMPLETED	0	3m 45s	100.7%	374.1 MB
54	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_DISTANCE_MATRIX_CHUNK (merck_2016.screen)	COMPLETED	0	3m 45s	100.7%	374.1 MB
55	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:ANALYZE_MODEL_EVALUATION (merck_2016.screen)	COMPLETED	0	1m 47s	241.4%	1.3 GB
61	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_SCORE_CHUNK (merck_2016.screen)	COMPLETED	0	5m 26s	100.5%	975.1 MB
63	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_SCORE_CHUNK (merck_2016.screen)	COMPLETED	0	5m 24s	100.5%	962.7 MB
60	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_SCORE_CHUNK (merck_2016.screen)	COMPLETED	0	5m 21s	100.5%	968.6 MB
58	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_SCORE_CHUNK (merck_2016.screen)	COMPLETED	0	5m 24s	100.5%	1.6 GB
56	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_SCORE_CHUNK (merck_2016.screen)	COMPLETED	0	5m 26s	100.5%	974.8 MB
59	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_SCORE_CHUNK (merck_2016.screen)	COMPLETED	0	5m 20s	100.5%	974.8 MB
57	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_SCORE_CHUNK (merck_2016.screen)	COMPLETED	0	5m 25s	100.5%	1.9 GB
67	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_SCORE_CHUNK (merck_2016.screen)	COMPLETED	0	5m 20s	100.5%	1 GB
62	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_SCORE_CHUNK (merck_2016.screen)	COMPLETED	0	5m 24s	100.4%	2.2 GB
66	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_SCORE_CHUNK (merck_2016.screen)	COMPLETED	0	5m 24s	100.5%	1.7 GB
65	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_SCORE_CHUNK (merck_2016.screen)	COMPLETED	0	5m 20s	100.5%	993.6 MB
64	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_SCORE_CHUNK (merck_2016.screen)	COMPLETED	0	5m 21s	100.5%	969.6 MB
70	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_SCORE_CHUNK (merck_2016.screen)	COMPLETED	0	5m 25s	100.5%	1.3 GB
69	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_SCORE_CHUNK (merck_2016.screen)	COMPLETED	0	5m 21s	100.5%	971.2 MB
68	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_SCORE_CHUNK (merck_2016.screen)	COMPLETED	0	5m 25s	100.5%	974.9 MB
71	RETROSPECTIVE:RUN_RETROSPECTIVE_STEP:CALCULATE_SCORE_CHUNK (merck_2016.screen)	COMPLETED	0	5m 22s	100.5%	970.9 MB
